date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2010-01-01,24,17,0.0,7.3,5,100,06:48 PM,07:01 AM,06:42 AM,06:04 PM,18,22,22,21,14,79,84,1.0,1014,24,8,99,9,Bangalore
2010-01-02,26,17,0.0,11.6,6,85,07:53 PM,07:59 AM,06:42 AM,06:05 PM,16,21,21,21,15,27,78,0.0,1015,26,9,76,9,Bangalore
2010-01-03,26,16,0.0,11.6,6,77,08:54 PM,08:51 AM,06:42 AM,06:06 PM,16,21,21,20,12,41,77,0.0,1015,26,8,52,7,Bangalore
2010-01-04,26,16,0.0,11.6,6,70,09:53 PM,09:39 AM,06:43 AM,06:06 PM,15,21,21,21,12,9,71,0.0,1014,26,10,49,7,Bangalore
2010-01-05,27,18,0.0,11.6,6,63,10:48 PM,10:23 AM,06:43 AM,06:07 PM,15,22,22,21,11,11,72,0.1,1012,27,9,64,7,Bangalore
2010-01-06,25,16,0.0,11.6,6,56,11:43 PM,11:06 AM,06:43 AM,06:07 PM,15,21,21,21,14,22,72,0.0,1012,25,10,83,10,Bangalore
2010-01-07,26,15,0.0,11.6,6,48,No moonrise,11:48 AM,06:44 AM,06:08 PM,15,21,21,20,13,29,75,0.0,1013,26,10,97,8,Bangalore
2010-01-08,27,16,0.0,11.6,6,41,12:36 AM,12:31 PM,06:44 AM,06:08 PM,16,21,21,21,12,40,75,0.0,1014,27,8,74,8,Bangalore
2010-01-09,26,18,0.0,8.7,5,34,01:30 AM,01:16 PM,06:44 AM,06:09 PM,18,22,22,22,14,63,84,5.6,1013,26,8,87,10,Bangalore
2010-01-10,26,19,0.0,11.6,5,27,02:24 AM,02:03 PM,06:45 AM,06:09 PM,19,22,22,21,13,63,86,7.2,1014,26,6,106,9,Bangalore
2010-01-11,26,18,0.0,11.6,6,19,03:19 AM,02:53 PM,06:45 AM,06:10 PM,18,23,23,22,14,43,82,0.4,1015,26,8,125,10,Bangalore
2010-01-12,27,18,0.0,8.7,5,12,04:12 AM,03:45 PM,06:45 AM,06:11 PM,19,23,23,22,9,68,83,10.3,1016,27,7,135,6,Bangalore
2010-01-13,24,20,0.0,7.3,5,5,05:04 AM,04:37 PM,06:45 AM,06:11 PM,20,22,22,21,8,81,91,23.6,1016,24,8,71,5,Bangalore
2010-01-14,26,19,0.0,10.2,5,0,05:53 AM,05:29 PM,06:45 AM,06:12 PM,19,23,23,22,12,60,87,13.9,1017,26,9,111,9,Bangalore
2010-01-15,26,18,0.0,11.6,6,0,06:38 AM,06:19 PM,06:46 AM,06:12 PM,18,21,21,21,18,42,82,0.0,1018,26,8,99,13,Bangalore
2010-01-16,26,16,0.0,11.6,6,2,07:21 AM,07:08 PM,06:46 AM,06:13 PM,16,21,21,20,17,13,76,0.0,1019,26,9,87,11,Bangalore
2010-01-17,26,16,0.0,11.6,6,10,08:00 AM,07:55 PM,06:46 AM,06:13 PM,15,21,21,20,14,26,76,0.0,1019,26,8,89,10,Bangalore
2010-01-18,26,16,0.0,10.2,5,17,08:36 AM,08:41 PM,06:46 AM,06:14 PM,17,21,21,21,11,59,82,8.0,1018,26,7,98,7,Bangalore
2010-01-19,24,17,0.0,10.2,5,24,09:12 AM,09:26 PM,06:46 AM,06:14 PM,17,20,21,20,13,59,83,3.5,1016,24,7,93,9,Bangalore
2010-01-20,26,18,0.0,11.6,6,31,09:47 AM,10:11 PM,06:46 AM,06:15 PM,15,22,22,21,14,30,72,1.8,1016,26,10,88,9,Bangalore
2010-01-21,26,17,0.0,11.6,6,39,10:23 AM,10:58 PM,06:46 AM,06:15 PM,13,21,21,21,13,12,64,0.0,1016,26,10,69,8,Bangalore
2010-01-22,26,14,0.0,11.6,6,46,11:01 AM,11:48 PM,06:46 AM,06:16 PM,14,20,20,20,13,10,71,0.0,1016,26,9,84,8,Bangalore
2010-01-23,26,14,0.0,11.6,6,53,11:42 AM,No moonset,06:46 AM,06:16 PM,12,20,20,20,15,10,65,0.0,1016,26,8,84,9,Bangalore
2010-01-24,27,14,0.0,11.6,6,60,12:27 PM,12:39 AM,06:46 AM,06:17 PM,14,20,20,20,11,31,69,0.0,1015,27,8,96,6,Bangalore
2010-01-25,27,15,0.0,11.6,6,68,01:18 PM,01:36 AM,06:46 AM,06:17 PM,15,21,21,21,14,30,71,0.0,1014,27,8,107,9,Bangalore
2010-01-26,27,16,0.0,11.6,6,75,02:15 PM,02:35 AM,06:46 AM,06:18 PM,15,21,21,21,14,33,70,0.0,1015,27,9,105,10,Bangalore
2010-01-27,26,16,0.0,11.6,6,82,03:17 PM,03:38 AM,06:46 AM,06:18 PM,16,22,22,21,15,38,73,0.0,1015,26,9,93,10,Bangalore
2010-01-28,27,17,0.0,11.6,6,90,04:23 PM,04:39 AM,06:46 AM,06:19 PM,15,22,22,21,18,29,71,0.0,1016,27,9,102,13,Bangalore
2010-01-29,28,17,0.0,11.6,6,97,05:29 PM,05:39 AM,06:46 AM,06:19 PM,15,22,22,21,16,19,68,0.0,1016,28,10,93,11,Bangalore
2010-01-30,29,17,0.0,11.6,6,100,06:33 PM,06:34 AM,06:46 AM,06:20 PM,14,22,22,22,13,13,63,0.0,1016,29,10,89,8,Bangalore
2010-01-31,30,16,0.0,11.6,7,100,07:35 PM,07:26 AM,06:46 AM,06:20 PM,14,23,23,23,12,21,64,0.0,1016,30,8,70,8,Bangalore
2010-02-01,30,17,0.0,11.6,7,77,08:34 PM,08:13 AM,06:46 AM,06:20 PM,13,22,22,22,13,7,62,0.0,1015,30,10,84,8,Bangalore
2010-02-02,28,16,0.0,11.6,6,69,09:31 PM,08:58 AM,06:46 AM,06:21 PM,12,21,21,21,17,7,61,0.0,1015,28,10,105,12,Bangalore
2010-02-03,29,16,0.0,11.6,6,62,10:27 PM,09:43 AM,06:45 AM,06:21 PM,10,21,21,22,18,8,54,0.0,1015,29,10,92,12,Bangalore
2010-02-04,28,14,0.0,11.6,6,54,11:23 PM,10:27 AM,06:45 AM,06:22 PM,11,21,21,21,18,4,55,0.0,1015,28,10,108,12,Bangalore
2010-02-05,28,16,0.0,11.6,6,47,No moonrise,11:13 AM,06:45 AM,06:22 PM,9,21,21,21,19,2,51,0.0,1016,28,10,100,12,Bangalore
2010-02-06,28,15,0.0,11.6,6,39,12:18 AM,12:00 PM,06:45 AM,06:22 PM,10,21,21,21,22,2,53,0.0,1016,28,10,102,15,Bangalore
2010-02-07,28,16,0.0,11.6,6,32,01:14 AM,12:49 PM,06:45 AM,06:23 PM,13,21,21,21,18,9,64,0.0,1016,28,10,104,13,Bangalore
2010-02-08,31,16,0.0,11.6,7,24,02:08 AM,01:41 PM,06:44 AM,06:23 PM,12,22,22,22,13,7,57,0.0,1014,31,10,89,9,Bangalore
2010-02-09,33,16,0.0,11.6,7,16,03:01 AM,02:33 PM,06:44 AM,06:23 PM,12,24,24,24,11,11,51,0.0,1012,33,10,150,7,Bangalore
2010-02-10,31,17,0.0,11.6,7,9,03:51 AM,03:25 PM,06:44 AM,06:24 PM,14,24,24,24,14,24,57,0.0,1012,31,10,135,9,Bangalore
2010-02-11,29,18,0.0,11.6,7,1,04:37 AM,04:15 PM,06:44 AM,06:24 PM,13,24,24,24,16,18,56,0.0,1014,29,10,118,11,Bangalore
2010-02-12,31,19,0.0,11.6,7,0,05:20 AM,05:05 PM,06:43 AM,06:24 PM,16,25,25,24,15,18,62,0.0,1014,31,10,122,10,Bangalore
2010-02-13,32,19,0.0,11.6,7,0,06:00 AM,05:52 PM,06:43 AM,06:25 PM,15,25,25,25,14,21,60,0.0,1013,32,9,124,9,Bangalore
2010-02-14,33,20,0.0,11.6,7,0,06:37 AM,06:38 PM,06:42 AM,06:25 PM,13,26,26,25,16,9,54,0.0,1012,33,10,120,10,Bangalore
2010-02-15,34,18,0.0,11.6,7,6,07:13 AM,07:24 PM,06:42 AM,06:25 PM,14,26,26,25,14,8,55,0.0,1011,34,10,142,9,Bangalore
2010-02-16,33,18,0.0,11.6,7,13,07:49 AM,08:09 PM,06:42 AM,06:26 PM,12,25,25,25,18,2,51,0.0,1013,33,10,127,12,Bangalore
2010-02-17,33,19,0.0,11.6,7,21,08:24 AM,08:56 PM,06:41 AM,06:26 PM,13,26,26,25,15,3,52,0.0,1014,33,10,129,10,Bangalore
2010-02-18,34,21,0.0,11.6,7,29,09:01 AM,09:44 PM,06:41 AM,06:26 PM,14,28,28,27,13,4,50,0.0,1014,34,10,135,9,Bangalore
2010-02-19,34,20,0.0,11.6,7,36,09:41 AM,10:34 PM,06:41 AM,06:26 PM,13,27,27,26,16,8,47,0.0,1014,34,10,144,11,Bangalore
2010-02-20,34,19,0.0,11.6,7,44,10:23 AM,11:28 PM,06:40 AM,06:27 PM,12,26,26,26,16,5,46,0.0,1014,34,10,129,10,Bangalore
2010-02-21,34,20,0.0,11.6,7,51,11:11 AM,No moonset,06:40 AM,06:27 PM,13,26,26,26,13,8,48,0.0,1014,34,10,144,9,Bangalore
2010-02-22,34,20,0.0,11.6,7,59,12:03 PM,12:24 AM,06:39 AM,06:27 PM,12,26,26,26,15,8,47,0.0,1013,34,10,131,10,Bangalore
2010-02-23,33,19,0.0,11.6,7,66,01:01 PM,01:23 AM,06:39 AM,06:27 PM,13,26,26,26,15,21,48,0.0,1012,33,10,159,10,Bangalore
2010-02-24,30,20,0.0,11.6,6,74,02:03 PM,02:22 AM,06:38 AM,06:27 PM,16,27,27,26,11,28,55,4.8,1011,30,9,191,7,Bangalore
2010-02-25,29,20,0.0,8.8,6,81,03:07 PM,03:22 AM,06:38 AM,06:28 PM,15,26,26,25,12,45,56,0.1,1011,29,10,159,8,Bangalore
2010-02-26,30,23,0.0,10.2,6,89,04:11 PM,04:17 AM,06:37 AM,06:28 PM,14,27,27,26,11,45,49,0.0,1012,30,10,140,7,Bangalore
2010-02-27,35,22,0.0,11.6,8,97,05:13 PM,05:10 AM,06:37 AM,06:28 PM,13,28,28,27,11,26,44,0.3,1012,35,10,112,8,Bangalore
2010-02-28,34,20,0.0,11.6,7,100,06:14 PM,05:59 AM,06:36 AM,06:28 PM,10,26,26,26,17,6,41,0.0,1013,34,10,120,11,Bangalore
2010-03-01,34,20,0.0,11.6,7,100,07:13 PM,06:46 AM,06:36 AM,06:28 PM,9,26,26,26,14,2,39,0.0,1014,34,10,110,9,Bangalore
2010-03-02,36,19,0.0,11.6,8,85,08:11 PM,07:32 AM,06:35 AM,06:28 PM,8,26,26,26,15,1,36,0.0,1013,36,10,108,9,Bangalore
2010-03-03,37,20,0.0,11.6,8,78,09:09 PM,08:17 AM,06:34 AM,06:29 PM,7,27,27,28,13,2,31,0.0,1012,37,10,149,8,Bangalore
2010-03-04,38,20,0.0,11.6,8,71,10:06 PM,09:04 AM,06:34 AM,06:29 PM,8,27,27,28,12,6,30,0.0,1011,38,10,158,7,Bangalore
2010-03-05,38,20,0.0,11.6,8,63,11:04 PM,09:52 AM,06:33 AM,06:29 PM,9,28,28,28,10,8,32,0.0,1011,38,10,171,6,Bangalore
2010-03-06,34,22,0.0,10.2,6,56,No moonrise,10:42 AM,06:33 AM,06:29 PM,16,28,28,28,9,26,50,0.0,1012,34,10,237,6,Bangalore
2010-03-07,36,23,0.0,11.6,8,49,12:00 AM,11:35 AM,06:32 AM,06:29 PM,14,29,29,28,13,21,46,0.2,1012,36,10,147,9,Bangalore
2010-03-08,34,23,0.0,11.6,8,42,12:55 AM,12:27 PM,06:32 AM,06:29 PM,14,28,28,28,12,11,46,0.0,1012,34,10,108,8,Bangalore
2010-03-09,35,21,0.0,11.6,8,34,01:46 AM,01:20 PM,06:31 AM,06:29 PM,10,27,27,27,20,4,37,0.0,1013,35,10,115,13,Bangalore
2010-03-10,34,21,0.0,11.6,7,27,02:34 AM,02:11 PM,06:30 AM,06:29 PM,11,27,27,27,19,2,43,0.0,1014,34,10,113,14,Bangalore
2010-03-11,33,21,0.0,11.6,7,20,03:18 AM,03:01 PM,06:30 AM,06:30 PM,13,27,27,27,23,8,46,0.0,1015,33,10,103,17,Bangalore
2010-03-12,33,20,0.0,11.6,7,12,03:59 AM,03:49 PM,06:29 AM,06:30 PM,12,26,26,26,21,2,45,0.0,1016,33,10,99,16,Bangalore
2010-03-13,34,19,0.0,11.6,8,5,04:37 AM,04:35 PM,06:28 AM,06:30 PM,11,26,26,27,13,7,44,0.0,1014,34,10,119,9,Bangalore
2010-03-14,36,21,0.0,11.6,8,0,05:14 AM,05:22 PM,06:28 AM,06:30 PM,12,28,28,28,11,10,42,0.0,1012,36,10,137,7,Bangalore
2010-03-15,38,22,0.0,11.6,8,0,05:50 AM,06:07 PM,06:27 AM,06:30 PM,12,29,29,29,11,12,37,0.0,1011,38,10,111,8,Bangalore
2010-03-16,34,24,0.0,11.6,7,2,06:25 AM,06:53 PM,06:27 AM,06:30 PM,13,28,28,28,13,26,41,0.3,1012,34,10,137,9,Bangalore
2010-03-17,34,21,0.0,11.6,8,9,07:02 AM,07:41 PM,06:26 AM,06:30 PM,11,27,27,27,15,11,39,0.0,1014,34,10,99,11,Bangalore
2010-03-18,33,21,0.0,11.6,7,16,07:41 AM,08:31 PM,06:25 AM,06:30 PM,10,26,26,26,18,3,40,0.0,1015,33,10,105,14,Bangalore
2010-03-19,34,20,0.0,11.6,7,24,08:23 AM,09:24 PM,06:25 AM,06:30 PM,10,26,26,26,14,4,40,0.0,1014,34,10,107,10,Bangalore
2010-03-20,35,21,0.0,11.6,8,31,09:09 AM,10:19 PM,06:24 AM,06:30 PM,9,28,28,28,14,2,37,0.0,1012,35,10,107,10,Bangalore
2010-03-21,36,20,0.0,11.6,8,38,09:59 AM,11:16 PM,06:23 AM,06:30 PM,7,27,27,28,14,2,30,0.0,1011,36,10,111,9,Bangalore
2010-03-22,37,21,0.0,11.6,8,46,10:54 AM,No moonset,06:23 AM,06:30 PM,5,28,28,29,11,1,26,0.0,1009,37,10,142,7,Bangalore
2010-03-23,36,21,0.0,11.6,8,53,11:53 AM,12:14 AM,06:22 AM,06:30 PM,8,28,28,29,14,1,31,0.0,1007,36,10,143,9,Bangalore
2010-03-24,36,21,0.0,11.6,8,60,12:54 PM,01:12 AM,06:21 AM,06:31 PM,8,29,29,29,15,1,33,0.0,1009,36,10,160,10,Bangalore
2010-03-25,36,21,0.0,11.6,8,67,01:56 PM,02:06 AM,06:21 AM,06:31 PM,9,28,28,28,15,1,34,0.0,1009,36,10,125,11,Bangalore
2010-03-26,38,21,0.0,11.6,8,75,02:56 PM,02:58 AM,06:20 AM,06:31 PM,10,29,29,29,12,1,36,0.0,1009,38,10,128,9,Bangalore
2010-03-27,38,22,0.0,11.6,8,82,03:56 PM,03:48 AM,06:19 AM,06:31 PM,15,30,30,29,12,10,46,0.1,1010,38,10,137,9,Bangalore
2010-03-28,37,25,0.0,11.6,8,89,04:54 PM,04:34 AM,06:19 AM,06:31 PM,16,31,31,30,12,16,46,1.4,1011,37,10,143,9,Bangalore
2010-03-29,39,25,0.0,11.6,8,96,05:52 PM,05:20 AM,06:18 AM,06:31 PM,15,31,31,31,8,10,43,0.6,1011,39,10,155,6,Bangalore
2010-03-30,39,24,0.0,11.6,8,100,06:50 PM,06:05 AM,06:17 AM,06:31 PM,15,30,30,30,7,26,46,0.8,1011,39,10,262,5,Bangalore
2010-03-31,26,22,0.0,11.6,5,100,07:49 PM,06:51 AM,06:17 AM,06:31 PM,19,26,26,24,12,30,74,8.5,1012,26,9,242,8,Bangalore
2010-04-01,38,21,0.0,11.6,8,77,08:48 PM,07:40 AM,06:16 AM,06:31 PM,10,28,28,29,12,3,37,0.0,1010,38,10,213,8,Bangalore
2010-04-02,41,24,0.0,11.6,8,70,09:46 PM,08:30 AM,06:15 AM,06:31 PM,13,32,32,32,7,8,36,0.0,1010,41,10,213,5,Bangalore
2010-04-03,37,25,0.0,11.6,7,62,10:43 PM,09:24 AM,06:15 AM,06:31 PM,16,31,31,30,14,21,46,1.8,1010,37,10,128,10,Bangalore
2010-04-04,34,24,0.0,11.6,8,55,11:38 PM,10:17 AM,06:14 AM,06:31 PM,14,29,29,29,13,14,44,0.0,1011,34,10,128,9,Bangalore
2010-04-05,37,24,0.0,11.6,8,47,No moonrise,11:11 AM,06:13 AM,06:31 PM,13,30,30,30,12,3,43,0.0,1011,37,10,128,9,Bangalore
2010-04-06,37,23,0.0,11.6,8,40,12:27 AM,12:04 PM,06:13 AM,06:31 PM,14,30,30,30,16,5,43,0.0,1010,37,10,146,12,Bangalore
2010-04-07,37,23,0.0,11.6,8,32,01:14 AM,12:55 PM,06:12 AM,06:31 PM,12,29,29,29,17,9,40,0.0,1011,37,10,138,13,Bangalore
2010-04-08,35,21,0.0,11.6,8,24,01:56 AM,01:44 PM,06:11 AM,06:32 PM,15,29,29,28,16,18,49,0.0,1012,35,10,127,12,Bangalore
2010-04-09,40,23,0.0,11.6,8,17,02:35 AM,02:31 PM,06:11 AM,06:32 PM,15,31,31,30,11,14,46,0.0,1011,40,10,138,8,Bangalore
2010-04-10,41,24,0.0,11.6,8,9,03:13 AM,03:17 PM,06:10 AM,06:32 PM,15,32,32,32,10,12,40,0.6,1009,41,10,158,7,Bangalore
2010-04-11,40,24,0.0,11.6,8,2,03:49 AM,04:02 PM,06:10 AM,06:32 PM,14,32,32,32,8,7,37,0.0,1008,40,10,180,6,Bangalore
2010-04-12,41,25,0.0,11.6,8,0,04:24 AM,04:49 PM,06:09 AM,06:32 PM,15,32,32,31,8,14,40,0.0,1008,41,10,258,5,Bangalore
2010-04-13,37,24,0.0,11.6,7,0,05:01 AM,05:37 PM,06:08 AM,06:32 PM,17,31,31,30,7,25,50,2.6,1009,37,9,225,5,Bangalore
2010-04-14,39,24,0.0,10.2,7,0,05:40 AM,06:26 PM,06:08 AM,06:32 PM,19,30,30,29,5,40,59,17.2,1009,39,9,187,4,Bangalore
2010-04-15,36,25,0.0,11.6,8,5,06:21 AM,07:19 PM,06:07 AM,06:32 PM,17,30,30,29,12,20,51,5.0,1010,36,10,91,8,Bangalore
2010-04-16,37,24,0.0,11.6,8,13,07:06 AM,08:14 PM,06:07 AM,06:32 PM,15,30,30,30,13,5,45,0.0,1010,37,10,134,9,Bangalore
2010-04-17,37,25,0.0,11.6,7,21,07:56 AM,09:11 PM,06:06 AM,06:32 PM,17,31,31,30,12,17,49,1.9,1010,37,10,165,9,Bangalore
2010-04-18,37,24,0.0,11.6,7,28,08:50 AM,10:10 PM,06:06 AM,06:32 PM,18,30,30,29,9,30,53,2.7,1011,37,10,181,6,Bangalore
2010-04-19,36,24,0.0,11.6,7,36,09:49 AM,11:07 PM,06:05 AM,06:33 PM,18,30,30,29,8,34,52,0.6,1010,36,10,263,6,Bangalore
2010-04-20,38,25,0.0,11.6,8,43,10:48 AM,No moonset,06:04 AM,06:33 PM,16,31,31,30,12,14,48,0.6,1008,38,10,205,9,Bangalore
2010-04-21,36,24,0.0,11.6,8,51,11:49 AM,12:02 AM,06:04 AM,06:33 PM,16,30,30,29,12,18,50,0.9,1008,36,10,239,8,Bangalore
2010-04-22,36,25,0.0,11.6,7,58,12:48 PM,12:54 AM,06:03 AM,06:33 PM,18,30,30,29,8,30,53,0.5,1009,36,10,212,5,Bangalore
2010-04-23,37,24,0.0,11.6,7,66,01:46 PM,01:42 AM,06:03 AM,06:33 PM,16,31,31,30,6,16,49,2.6,1009,37,10,190,4,Bangalore
2010-04-24,36,24,0.0,11.6,8,73,02:43 PM,02:28 AM,06:02 AM,06:33 PM,16,31,31,30,5,19,47,2.7,1009,36,10,153,3,Bangalore
2010-04-25,39,24,0.0,11.6,8,81,03:39 PM,03:12 AM,06:02 AM,06:33 PM,16,31,31,30,9,21,46,1.5,1009,39,10,125,6,Bangalore
2010-04-26,34,24,0.0,11.6,7,89,04:35 PM,03:56 AM,06:01 AM,06:34 PM,18,30,30,29,12,22,54,7.6,1011,34,9,131,9,Bangalore
2010-04-27,37,23,0.0,11.6,8,96,05:33 PM,04:41 AM,06:01 AM,06:34 PM,17,30,30,29,11,13,51,0.0,1012,37,10,123,8,Bangalore
2010-04-28,35,24,0.0,12.3,8,100,06:31 PM,05:28 AM,06:00 AM,06:34 PM,16,30,30,29,10,21,49,1.0,1011,35,10,124,7,Bangalore
2010-04-29,36,25,0.0,12.3,8,89,07:30 PM,06:18 AM,06:00 AM,06:34 PM,15,30,30,30,15,11,47,0.0,1009,36,10,137,11,Bangalore
2010-04-30,33,23,0.0,12.3,6,81,08:28 PM,07:10 AM,06:00 AM,06:34 PM,18,28,28,27,8,43,61,19.1,1011,33,9,123,6,Bangalore
2010-05-01,32,23,0.0,12.8,6,78,09:25 PM,08:05 AM,05:59 AM,06:34 PM,19,28,28,27,7,55,63,1.3,1011,32,9,186,5,Bangalore
2010-05-02,34,23,0.0,12.8,6,71,10:18 PM,09:00 AM,05:59 AM,06:35 PM,18,29,29,27,7,50,58,2.5,1010,34,10,163,5,Bangalore
2010-05-03,34,22,0.0,12.8,7,64,11:06 PM,09:54 AM,05:58 AM,06:35 PM,17,29,29,28,9,31,55,0.6,1008,34,10,185,6,Bangalore
2010-05-04,35,23,0.0,12.8,6,57,11:51 PM,10:46 AM,05:58 AM,06:35 PM,17,29,29,28,8,34,55,1.2,1007,35,9,188,6,Bangalore
2010-05-05,35,23,0.0,12.8,7,49,No moonrise,11:37 AM,05:58 AM,06:35 PM,17,29,29,28,8,17,54,1.1,1006,35,10,247,6,Bangalore
2010-05-06,36,24,0.0,12.8,8,42,12:31 AM,12:24 PM,05:57 AM,06:35 PM,17,30,30,29,12,16,50,0.0,1006,36,10,191,8,Bangalore
2010-05-07,39,24,0.0,12.8,8,35,01:10 AM,01:11 PM,05:57 AM,06:36 PM,17,31,31,30,10,16,48,0.1,1006,39,10,143,7,Bangalore
2010-05-08,39,24,0.0,12.8,7,27,01:46 AM,01:56 PM,05:57 AM,06:36 PM,18,31,31,30,7,23,51,4.2,1007,39,10,155,5,Bangalore
2010-05-09,39,25,0.0,12.8,8,20,02:21 AM,02:42 PM,05:56 AM,06:36 PM,18,32,32,31,6,18,49,0.0,1006,39,10,164,4,Bangalore
2010-05-10,40,25,0.0,12.8,8,13,02:58 AM,03:29 PM,05:56 AM,06:36 PM,17,32,32,31,7,11,45,0.0,1006,40,10,173,5,Bangalore
2010-05-11,38,26,0.0,12.8,8,6,03:36 AM,04:17 PM,05:56 AM,06:37 PM,18,32,32,31,7,18,49,0.1,1007,38,10,226,6,Bangalore
2010-05-12,40,26,0.0,12.8,8,0,04:16 AM,05:09 PM,05:55 AM,06:37 PM,16,32,32,32,10,9,44,0.0,1007,40,10,195,7,Bangalore
2010-05-13,39,25,0.0,12.8,8,0,05:00 AM,06:04 PM,05:55 AM,06:37 PM,16,32,32,32,7,13,42,0.0,1007,39,10,254,5,Bangalore
2010-05-14,36,27,0.0,12.8,8,1,05:49 AM,07:02 PM,05:55 AM,06:37 PM,17,31,31,31,6,31,45,0.5,1007,36,10,289,5,Bangalore
2010-05-15,38,27,0.0,12.8,7,9,06:43 AM,08:01 PM,05:55 AM,06:38 PM,17,31,31,30,7,25,46,0.4,1007,38,10,225,5,Bangalore
2010-05-16,31,25,0.0,12.8,6,16,07:41 AM,09:01 PM,05:54 AM,06:38 PM,19,30,30,28,8,35,61,1.6,1007,31,9,246,7,Bangalore
2010-05-17,36,24,0.0,12.8,8,23,08:42 AM,09:58 PM,05:54 AM,06:38 PM,17,30,30,30,15,13,49,0.4,1006,36,10,215,11,Bangalore
2010-05-18,35,25,0.0,12.8,8,31,09:43 AM,10:51 PM,05:54 AM,06:38 PM,17,30,30,29,12,13,52,0.1,1005,35,10,186,9,Bangalore
2010-05-19,24,23,0.0,10.6,5,38,10:43 AM,11:40 PM,05:54 AM,06:39 PM,20,26,26,24,25,65,81,20.9,1006,24,9,276,16,Bangalore
2010-05-20,29,22,0.0,12.9,6,45,11:42 AM,No moonset,05:53 AM,06:39 PM,19,26,26,25,27,51,74,4.8,1005,29,10,278,19,Bangalore
2010-05-21,32,22,0.0,12.9,6,52,12:38 PM,12:26 AM,05:53 AM,06:39 PM,19,27,27,26,17,57,68,3.9,1007,32,10,269,12,Bangalore
2010-05-22,34,22,0.0,11.9,6,60,01:33 PM,01:10 AM,05:53 AM,06:40 PM,20,28,28,26,16,45,72,16.9,1007,34,9,262,11,Bangalore
2010-05-23,34,22,0.0,12.9,6,67,02:27 PM,01:53 AM,05:53 AM,06:40 PM,21,28,28,26,18,37,74,7.7,1007,34,10,272,13,Bangalore
2010-05-24,36,22,0.0,12.9,6,74,03:23 PM,02:36 AM,05:53 AM,06:40 PM,20,29,29,27,20,32,69,3.6,1007,36,9,259,14,Bangalore
2010-05-25,36,22,0.0,12.9,6,81,04:19 PM,03:22 AM,05:53 AM,06:40 PM,19,29,29,27,20,24,63,3.4,1007,36,10,264,14,Bangalore
2010-05-26,35,22,0.0,12.9,8,89,05:17 PM,04:09 AM,05:53 AM,06:41 PM,17,29,29,28,22,13,57,0.2,1007,35,10,278,16,Bangalore
2010-05-27,36,22,0.0,12.9,8,96,06:15 PM,05:00 AM,05:53 AM,06:41 PM,17,29,29,28,19,10,54,0.0,1007,36,10,272,14,Bangalore
2010-05-28,37,23,0.0,12.9,8,100,07:13 PM,05:53 AM,05:53 AM,06:41 PM,17,30,30,29,17,8,54,0.0,1008,37,10,268,13,Bangalore
2010-05-29,33,23,0.0,12.9,7,89,08:07 PM,06:47 AM,05:53 AM,06:42 PM,18,28,28,27,15,20,58,0.1,1008,33,10,268,11,Bangalore
2010-05-30,33,22,0.0,12.9,6,82,08:58 PM,07:43 AM,05:53 AM,06:42 PM,19,28,28,27,15,28,65,4.0,1008,33,10,263,11,Bangalore
2010-05-31,32,22,0.0,12.9,6,78,09:44 PM,08:36 AM,05:52 AM,06:42 PM,19,28,28,27,16,48,64,6.0,1009,32,10,269,12,Bangalore
2010-06-01,34,22,0.0,12.9,6,63,10:27 PM,09:28 AM,05:52 AM,06:43 PM,18,29,29,27,14,26,61,2.9,1009,34,10,280,10,Bangalore
2010-06-02,34,22,0.0,12.9,6,55,11:06 PM,10:17 AM,05:52 AM,06:43 PM,19,29,29,27,12,40,66,14.4,1010,34,8,287,8,Bangalore
2010-06-03,31,23,0.0,12.9,6,48,11:43 PM,11:04 AM,05:52 AM,06:43 PM,20,28,28,26,15,37,72,16.2,1011,31,9,300,10,Bangalore
2010-06-04,32,23,0.0,12.9,6,40,No moonrise,11:50 AM,05:53 AM,06:43 PM,20,28,28,26,13,41,74,16.0,1011,32,8,254,9,Bangalore
2010-06-05,31,22,0.0,12.9,6,32,12:18 AM,12:35 PM,05:53 AM,06:44 PM,20,27,27,25,19,50,75,15.7,1010,31,9,260,13,Bangalore
2010-06-06,31,21,0.0,12.9,6,25,12:54 AM,01:21 PM,05:53 AM,06:44 PM,19,27,27,25,21,51,70,9.6,1009,31,9,270,14,Bangalore
2010-06-07,31,21,0.0,12.9,6,17,01:31 AM,02:08 PM,05:53 AM,06:44 PM,19,26,26,24,17,52,72,7.5,1008,31,10,272,13,Bangalore
2010-06-08,32,20,0.0,12.9,6,10,02:09 AM,02:58 PM,05:53 AM,06:45 PM,18,26,26,25,14,38,71,8.7,1008,32,9,279,10,Bangalore
2010-06-09,31,22,0.0,12.9,6,2,02:52 AM,03:51 PM,05:53 AM,06:45 PM,20,28,28,26,12,41,75,22.8,1007,31,8,256,9,Bangalore
2010-06-10,30,22,0.0,10.6,6,0,03:38 AM,04:48 PM,05:53 AM,06:45 PM,22,27,27,25,10,62,84,135.1,1006,30,8,285,7,Bangalore
